DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WBID,WBIDName,WaterbodyName,SampleDate_Date
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",20.40000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Calcium,13.50000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Chloride,30.10000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Chlorophyll a, corrected for pheophytin",6.41000000,ug/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",6.47000000,ug/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Hardness, Ca + Mg",65.40000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Magnesium,7.70000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Sulfur, sulfate (SO4) as SO4",55.90000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Turbidity,1.70000000,NTU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",20.10000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Calcium,13.30000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Chloride,30.30000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Chlorophyll a, corrected for pheophytin",5.61000000,ug/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",6.11000000,ug/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Hardness, Ca + Mg",65.30000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Magnesium,7.80000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Sulfur, sulfate (SO4) as SO4",56.10000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Turbidity,1.50000000,NTU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Nitrogen,1.01000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Nitrogen,0.97000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,Phosphorus as P,0.01700000,mg/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,Phosphorus as P,0.02100000,mg/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.05800000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.06000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Nitrogen, Kjeldahl",0.91600000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Nitrogen, Kjeldahl",0.95400000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:30:00,0.5,m,"Nitrogen, ammonia as N",0.02500000,mg/l,I,**C**I**  C=Sample not distilled  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,10:35:00,0.5,m,"Nitrogen, ammonia as N",0.02300000,mg/l,I,**C**I**  C=Sample not distilled  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,03/09/2016,00:00:00,0.5,,Trophic State Index: Florida DEP,45.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,03/09/2016,00:00:00,0.5,m,Chloride,30.30000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,03/09/2016,00:00:00,0.5,m,Dissolved oxygen saturation,94.90000000,percent (%),,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,03/09/2016,00:00:00,0.5,m,Chloride,30.10000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",3/9/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/22/2016,00:00:00,,,"Elevation, water surface",114.15000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/22/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/22/2016,00:00:00,,,"Elevation, water surface (NAVD88)",113.08000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/22/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/22/2016,00:00:00,,,"Elevation, water surface (NGVD29)",114.15000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/22/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/25/2016,00:00:00,,,"Elevation, water surface",114.07000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/25/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/25/2016,00:00:00,,,"Elevation, water surface (NAVD88)",113.00000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/25/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/25/2016,00:00:00,,,"Elevation, water surface (NGVD29)",114.07000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/25/2016 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/28/2015,00:00:00,,,"Elevation, water surface",113.87000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/28/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/28/2015,00:00:00,,,"Elevation, water surface (NAVD88)",112.80000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/28/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/28/2015,00:00:00,,,"Elevation, water surface (NGVD29)",113.87000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/28/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,00:00:00,0.5,,Trophic State Index: Florida DEP,38.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Nitrogen, ammonia as N",0.03100000,mg/l,I,**C**I**  C=Sample not distilled  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,00:00:00,0.5,m,"Temperature, water",0.00000000,deg C,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",17.70000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Chloride,32.00000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Chlorophyll a, corrected for pheophytin",4.01000000,ug/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",4.48000000,ug/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Dissolved oxygen (DO),8.58000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,pH,6.20000000,None,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Phosphorus, phosphate (PO4) as P",0.00500000,mg/l,U,**U**  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Secchi disk depth,7.54584000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Specific conductance,239.00000000,umho,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Sulfur, sulfate (SO4) as SO4",50.60000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Temperature, water",73.00400000,deg F,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Total Suspended Solids (TSS),1.20000000,mg/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,True Color,20.00000000,PCU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Turbidity,1.10000000,NTU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Nitrogen, Kjeldahl",0.90000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.02200000,mg/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Phosphorus as P,0.01500000,mg/l,U,**U**  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,12/03/2015,08:25:00,0.5,m,Nitrogen,0.92000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,12/03/2015,00:00:00,0.5,m,Dissolved oxygen saturation,99.70000000,percent (%),,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,12/03/2015,00:00:00,0.5,m,Chloride,32.00000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",12/3/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/30/2015,00:00:00,,,"Elevation, water surface",113.82000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/30/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/30/2015,00:00:00,,,"Elevation, water surface (NAVD88)",112.75000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/30/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/30/2015,00:00:00,,,"Elevation, water surface (NGVD29)",113.82000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/30/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/17/2015,00:00:00,,,"Elevation, water surface",113.70000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/17/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/17/2015,00:00:00,,,"Elevation, water surface (NAVD88)",112.63000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/17/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/17/2015,00:00:00,,,"Elevation, water surface (NGVD29)",113.70000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/17/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Nitrogen,0.94000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Phosphorus as P,0.01500000,mg/l,U,**U**  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01000000,mg/l,U,**U**  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Nitrogen, Kjeldahl",0.93700000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",17.50000000,mg/l CaCO3,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Chloride,30.80000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Chlorophyll a, corrected for pheophytin",4.01000000,ug/l,IA,**I**A**  I=Result is between MDL & PQL  A=Average,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",4.08000000,ug/l,IA,**I**A**  I=Result is between MDL & PQL  A=Average,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Dissolved oxygen (DO),8.22000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,pH,7.53000000,None,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Phosphorus, phosphate (PO4) as P",0.00500000,mg/l,U,**U**  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Secchi disk depth,7.87392000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Specific conductance,241.00000000,umho,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Sulfur, sulfate (SO4) as SO4",52.30000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Temperature, water",80.83400000,deg F,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Total Suspended Solids (TSS),1.60000000,mg/l,I,**I**  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,True Color,20.00000000,PCU,A,**A**  A=Average,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,Turbidity,1.30000000,NTU,A,**A**  A=Average,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,00:00:00,0.5,m,"Temperature, water",0.00000000,deg C,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,13:30:00,0.5,m,"Nitrogen, ammonia as N",0.01700000,mg/l,I,**C**I**  C=Sample not distilled  I=Result is between MDL & PQL,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,11/03/2015,00:00:00,0.5,,Trophic State Index: Florida DEP,38.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,11/03/2015,00:00:00,0.5,m,Dissolved oxygen saturation,103.30000000,percent (%),,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,11/03/2015,00:00:00,0.5,m,Chloride,30.80000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",11/3/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/27/2015,00:00:00,,,"Elevation, water surface",113.76000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/27/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/27/2015,00:00:00,,,"Elevation, water surface (NAVD88)",112.69000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/27/2015 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/27/2015,00:00:00,,,"Elevation, water surface (NGVD29)",113.76000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/27/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,10/13/2015,00:00:00,0.5,,Trophic State Index: Florida DEP,39.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",10/13/2015 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,10/13/2015,10:45:00,0.5,m,"Nitrogen, ammonia as N",0.01000000,mg/l,U,**C**U**  C=Sample not distilled  U=Below Detection Limit,1539C,LAKE ANNIE,"Annie, Lake (160723)",10/13/2015 12:00:00 AM
